# transcript_id -> curated family, derived from Rfam via RNAcentral.
# taxid 9606. Regenerate with bin/python/refdata_generation/build_rfam_family_table.py.
# NOT reference-derived, so unlike hg38.repbase-class-family.tsv this
# is not circular. Validated on hg38: 255 predictions, 255 correct, 0 wrong.
transcript_id	family	rfam_id
ENST00000384289	SNORA	SNORA36
ENST00000384290	YRNA	Y_RNA
ENST00000384293	YRNA	Y_RNA
ENST00000384294	YRNA	Y_RNA
ENST00000384295	SNORA	SNORA51
ENST00000384297	YRNA	Y_RNA
ENST00000384298	YRNA	Y_RNA
ENST00000384300	SNORA	SNORA67
ENST00000384304	SNORD	SNORD59
ENST00000384305	YRNA	Y_RNA
ENST00000384312	YRNA	Y_RNA
ENST00000384322	YRNA	Y_RNA
ENST00000384323	SNORA	SNORA27
ENST00000384333	YRNA	Y_RNA
ENST00000384334	SNORA	SNORA15
ENST00000384335	SNORD	SNORD116
ENST00000384339	SNORA	SNORA72
ENST00000384341	YRNA	Y_RNA
ENST00000384345	YRNA	Y_RNA
ENST00000384347	YRNA	Y_RNA
ENST00000384352	YRNA	Y_RNA
ENST00000384356	SNORA	SNORA72
ENST00000384358	YRNA	Y_RNA
ENST00000384360	SNORA	SNORA7
ENST00000384363	YRNA	Y_RNA
ENST00000384364	YRNA	Y_RNA
ENST00000384365	SNORD	SNORD116
ENST00000384366	SNORA	SNORA67
ENST00000384370	SNORA	SNORA70
ENST00000384372	SNORA	SNORA8
ENST00000384373	YRNA	Y_RNA
ENST00000384377	YRNA	Y_RNA
ENST00000384380	YRNA	Y_RNA
ENST00000384381	SNORD	SNORD38
ENST00000384384	SNORA	SNORA25
ENST00000384389	YRNA	Y_RNA
ENST00000384390	SNORD	SNORD14
ENST00000384395	YRNA	Y_RNA
ENST00000384398	YRNA	Y_RNA
ENST00000384401	SNORA	SNORA24
ENST00000384402	YRNA	Y_RNA
ENST00000384403	YRNA	Y_RNA
ENST00000384404	SNORD	SNORD116
ENST00000384408	SNORD	SNORD116
ENST00000384410	YRNA	Y_RNA
ENST00000384413	YRNA	Y_RNA
ENST00000384416	SNORA	SNORA18
ENST00000384417	YRNA	Y_RNA
ENST00000384418	SNORA	SNORA51
ENST00000384419	YRNA	Y_RNA
ENST00000384422	YRNA	Y_RNA
ENST00000384423	SNORA	SNORA67
ENST00000384430	SNORD	SNORD116
ENST00000384432	YRNA	Y_RNA
ENST00000384435	YRNA	Y_RNA
ENST00000384436	SNORA	SNORA70
ENST00000384437	SNORA	SNORA68
ENST00000384439	SNORA	SNORA15
ENST00000384442	SNORA	SNORA51
ENST00000384444	YRNA	Y_RNA
ENST00000384445	SNORD	SNORD116
ENST00000384447	YRNA	Y_RNA
ENST00000384448	SNORA	SNORA51
ENST00000384452	SNORA	SNORA14
ENST00000384458	SNORA	SNORA64
ENST00000384460	YRNA	Y_RNA
ENST00000384462	SNORD	SNORD116
ENST00000384466	YRNA	Y_RNA
ENST00000384467	YRNA	Y_RNA
ENST00000384468	SNORD	SNORD116
ENST00000384470	SNORD	SNORD38
ENST00000384478	YRNA	Y_RNA
ENST00000384480	YRNA	Y_RNA
ENST00000384481	YRNA	Y_RNA
ENST00000384488	SNORA	SNORA42
ENST00000384489	YRNA	Y_RNA
ENST00000384492	SNORA	SNORA70
ENST00000384494	YRNA	Y_RNA
ENST00000384500	YRNA	Y_RNA
ENST00000384502	YRNA	Y_RNA
ENST00000384504	SNORA	SNORA30
ENST00000384506	YRNA	Y_RNA
ENST00000384507	SNORD	SNORD116
ENST00000384511	YRNA	Y_RNA
ENST00000384512	SNORD	SNORD45
ENST00000384514	YRNA	Y_RNA
ENST00000384515	SNORA	SNORA70
ENST00000384516	SNORD	SNORD116
ENST00000384518	YRNA	Y_RNA
ENST00000384520	SNORA	SNORA72
ENST00000384522	YRNA	Y_RNA
ENST00000384528	YRNA	Y_RNA
ENST00000384529	SNORD	SNORD116
ENST00000384533	SNORD	SNORD116
ENST00000384535	YRNA	Y_RNA
ENST00000384538	SNORA	SNORA70
ENST00000384544	SNORA	SNORA70
ENST00000384549	SNORD	SNORD116
ENST00000384550	SNORD	SNORD20
ENST00000384551	YRNA	Y_RNA
ENST00000384552	YRNA	Y_RNA
ENST00000384553	YRNA	Y_RNA
ENST00000384556	YRNA	Y_RNA
ENST00000384560	YRNA	Y_RNA
ENST00000384562	YRNA	Y_RNA
ENST00000384563	YRNA	Y_RNA
ENST00000384564	YRNA	Y_RNA
ENST00000384569	SNORD	SNORD56
ENST00000384570	YRNA	Y_RNA
ENST00000384572	YRNA	Y_RNA
ENST00000384573	YRNA	Y_RNA
ENST00000384574	SNORA	SNORA8
ENST00000384575	YRNA	Y_RNA
ENST00000384581	SNORA	SNORA61
ENST00000384583	SNORA	SNORA2
ENST00000384584	SNORA	SNORA44
ENST00000384586	YRNA	Y_RNA
ENST00000384587	YRNA	Y_RNA
ENST00000384589	YRNA	Y_RNA
ENST00000384590	YRNA	Y_RNA
ENST00000384596	YRNA	Y_RNA
ENST00000384599	YRNA	Y_RNA
ENST00000384612	YRNA	Y_RNA
ENST00000384614	SNORA	SNORA22
ENST00000384621	YRNA	Y_RNA
ENST00000384626	YRNA	Y_RNA
ENST00000384633	YRNA	Y_RNA
ENST00000384635	YRNA	Y_RNA
ENST00000384638	YRNA	Y_RNA
ENST00000384640	YRNA	Y_RNA
ENST00000384641	YRNA	Y_RNA
ENST00000384645	SNORD	SNORD116
ENST00000384649	YRNA	Y_RNA
ENST00000384650	YRNA	Y_RNA
ENST00000384653	YRNA	Y_RNA
ENST00000384654	YRNA	Y_RNA
ENST00000384656	YRNA	Y_RNA
ENST00000384657	YRNA	Y_RNA
ENST00000384660	YRNA	Y_RNA
ENST00000384661	YRNA	Y_RNA
ENST00000384662	SNORA	SNORA20
ENST00000384665	YRNA	Y_RNA
ENST00000384670	YRNA	Y_RNA
ENST00000384672	YRNA	Y_RNA
ENST00000384673	YRNA	Y_RNA
ENST00000384674	SNORA	SNORA64
ENST00000384675	SNORA	SNORA41
ENST00000384676	SNORA	SNORA1
ENST00000384677	YRNA	Y_RNA
ENST00000384679	SNORA	SNORA8
ENST00000384680	YRNA	Y_RNA
ENST00000384685	YRNA	Y_RNA
ENST00000384686	YRNA	Y_RNA
ENST00000384688	SNORA	SNORA67
ENST00000384689	YRNA	Y_RNA
ENST00000384693	SNORD	SNORD30
ENST00000384694	YRNA	Y_RNA
ENST00000384695	YRNA	Y_RNA
ENST00000384706	SNORD	SNORD28
ENST00000384707	YRNA	Y_RNA
ENST00000384708	YRNA	Y_RNA
ENST00000384711	SNORD	SNORD116
ENST00000384713	SNORD	SNORD56
ENST00000384714	SNORD	SNORD15
ENST00000384719	YRNA	Y_RNA
ENST00000384729	SNORD	SNORD116
ENST00000384733	SNORD	SNORD116
ENST00000384735	YRNA	Y_RNA
ENST00000384737	SNORA	SNORA19
ENST00000384742	YRNA	Y_RNA
ENST00000384744	SNORA	SNORA42
ENST00000384749	YRNA	Y_RNA
ENST00000384750	YRNA	Y_RNA
ENST00000384753	YRNA	Y_RNA
ENST00000384756	SNORD	SNORD22
ENST00000384757	YRNA	Y_RNA
ENST00000384762	SNORA	SNORA46
ENST00000384763	YRNA	Y_RNA
ENST00000384765	SNORA	SNORA7
ENST00000384766	YRNA	Y_RNA
ENST00000384768	YRNA	Y_RNA
ENST00000384769	SNORD	SNORD102
ENST00000384771	SNORA	SNORA42
ENST00000384772	SNORA	SNORA32
ENST00000384781	YRNA	Y_RNA
ENST00000384785	SNORA	SNORA41
ENST00000384792	SNORA	SNORA66
ENST00000384794	YRNA	Y_RNA
ENST00000385573	SNORA	SNORA40
ENST00000386037	SNORD	SNORD94
ENST00000386062	SNORD	SNORD73
ENST00000386104	SNORA	SNORA35
ENST00000386148	SNORD	SNORD96
ENST00000386157	SNORA	SNORA49
ENST00000386307	SNORD	SNORD12
ENST00000386683	SNORD	SNORD64
ENST00000386847	SNORA	SNORA48
ENST00000386910	SNORD	SNORD105
ENST00000386967	SNORD	SNORD41
ENST00000388090	SNORA	SNORA40
ENST00000390832	SNORA	SNORA40
ENST00000390833	SNORD	SNORD67
ENST00000390846	SNORA	SNORA40
ENST00000390847	SNORA	SNORA40
ENST00000390856	SNORD	SNORD66
ENST00000390859	SNORD	SNORD64
ENST00000390866	SNORD	SNORD78
ENST00000390873	SNORA	SNORA12
ENST00000390879	SNORA	SNORA48
ENST00000390885	SNORA	SNORA26
ENST00000390889	SNORD	SNORD65
ENST00000390904	SNORA	SNORA69
ENST00000390912	SNORA	SNORA48
ENST00000390922	SNORA	SNORA26
ENST00000390926	SNORA	SNORA48
ENST00000390927	SNORD	SNORD65
ENST00000390930	SNORD	SNORD17
ENST00000390939	YRNA	Y_RNA
ENST00000390962	SNORD	SNORD65
ENST00000390964	SNORA	SNORA40
ENST00000390968	SNORD	SNORD37
ENST00000390971	SNORA	SNORA40
ENST00000390976	SNORD	SNORD81
ENST00000390977	SNORD	SNORD77
ENST00000390981	SNORD	SNORD89
ENST00000390982	SNORD	SNORD115
ENST00000390991	SNORA	SNORA16
ENST00000390993	SNORD	SNORD28
ENST00000390994	SNORD	SNORD72
ENST00000391000	SNORD	SNORD41
ENST00000391002	SNORD	SNORD12
ENST00000391004	YRNA	Y_RNA
ENST00000391007	SNORD	SNORD70
ENST00000391023	YRNA	Y_RNA
ENST00000391033	YRNA	Y_RNA
ENST00000391036	SNORA	SNORA67
ENST00000391040	SNORA	SNORA12
ENST00000391045	SNORD	SNORD77
ENST00000391061	SNORA	SNORA40
ENST00000391075	SNORD	SNORD37
ENST00000391076	SNORD	SNORD78
ENST00000391078	SNORD	SNORD115
ENST00000391079	SNORD	SNORD65
ENST00000391081	SNORA	SNORA48
ENST00000391089	SNORA	SNORA48
ENST00000391100	SNORA	SNORA74
ENST00000391109	SNORD	SNORD115
ENST00000391112	SNORD	SNORD77
ENST00000391113	SNORD	SNORD77
ENST00000391119	SNORA	SNORA26
ENST00000391126	SNORD	SNORD115
ENST00000391141	SNORA	SNORA53
ENST00000391143	SNORA	SNORA48
ENST00000391145	SNORD	SNORD90
ENST00000391146	YRNA	Y_RNA
ENST00000391150	SNORD	SNORD69
ENST00000391153	SNORA	SNORA40
ENST00000391156	SNORA	SNORA48
ENST00000391159	SNORA	SNORA17
ENST00000391162	SNORA	SNORA12
ENST00000391188	SNORA	SNORA26
ENST00000391191	SNORD	SNORD19
ENST00000391196	SNORD	SNORD86
ENST00000391200	SNORA	SNORA40
ENST00000391215	SNORA	SNORA26
ENST00000391226	SNORD	SNORD115
ENST00000391227	SNORA	SNORA57
ENST00000391229	YRNA	Y_RNA
ENST00000391230	SNORD	SNORD66
ENST00000391232	SNORD	SNORD70
ENST00000391251	SNORD	SNORD116
ENST00000391256	SNORA	SNORA26
ENST00000391263	SNORA	SNORA68
ENST00000391267	YRNA	Y_RNA
ENST00000391277	SNORA	SNORA40
ENST00000391285	SNORA	SNORA40
ENST00000391286	SNORA	SNORA26
ENST00000391287	SNORA	SNORA17
ENST00000391288	SNORA	SNORA26
ENST00000391302	SNORA	SNORA48
ENST00000391305	SNORA	SNORA3
ENST00000391306	SNORA	SNORA26
ENST00000391309	SNORD	SNORD30
ENST00000391313	SNORD	SNORD58
ENST00000391318	SNORA	SNORA75
ENST00000391322	SNORA	SNORA26
ENST00000391324	SNORA	SNORA48
ENST00000408061	SNORD	SNORD88
ENST00000408133	SNORA	SNORA11
ENST00000408139	SNORD	SNORD111
ENST00000408156	SNORA	SNORA77
ENST00000408163	SNORA	SNORA11
ENST00000408166	SNORA	SNORA3
ENST00000408175	SNORA	SNORA11
ENST00000408189	SNORD	SNORD110
ENST00000408212	SNORD	SNORD23
ENST00000408221	SNORA	SNORA3
ENST00000408237	SNORA	SNORA11
ENST00000408314	SNORD	SNORD88
ENST00000408318	SNORA	SNORA11
ENST00000408373	SNORD	SNORD75
ENST00000408376	SNORA	SNORA79
ENST00000408454	SNORD	SNORD88
ENST00000408471	SNORA	SNORA11
ENST00000408493	SNORA	SNORA81
ENST00000408532	SNORA	SNORA11
ENST00000408535	SNORA	SNORA76
ENST00000408548	SNORA	SNORA11
ENST00000408564	SNORA	SNORA2
ENST00000408571	SNORA	SNORA77
ENST00000408573	SNORD	SNORD100
ENST00000408587	SNORD	SNORD111
ENST00000408612	SNORD	SNORD99
ENST00000408644	RNU6ATAC	U6atac
ENST00000408684	SNORD	SNORD88
ENST00000408712	SNORA	SNORA3
ENST00000408716	SNORA	SNORA77
ENST00000408749	RNU6ATAC	U6atac
ENST00000408778	SNORA	SNORA11
ENST00000408789	SNORA	SNORA11
ENST00000408792	SNORA	SNORA3
ENST00000408813	SNORD	SNORD93
ENST00000408823	SNORA	SNORA11
ENST00000408876	SNORD	SNORD23
ENST00000410163	SNORD	SNORD113
ENST00000410213	SNORA	SNORA73
ENST00000410253	SNORD	SNORD113
ENST00000410373	YRNA	Y_RNA
ENST00000410396	RNU2	U2
ENST00000410413	SNORD	SNORD19
ENST00000410433	SNORD	SNORD12
ENST00000410438	SNORA	SNORA36
ENST00000410500	YRNA	Y_RNA
ENST00000410535	YRNA	Y_RNA
ENST00000410557	SNORA	SNORA79
ENST00000410571	YRNA	Y_RNA
ENST00000410597	YRNA	Y_RNA
ENST00000410656	SNORA	SNORA19
ENST00000410669	YRNA	Y_RNA
ENST00000410681	YRNA	Y_RNA
ENST00000410682	YRNA	Y_RNA
ENST00000410949	YRNA	Y_RNA
ENST00000410980	YRNA	Y_RNA
ENST00000411005	SNORD	SNORD63
ENST00000411034	SNORA	SNORA40
ENST00000411095	SNORA	SNORA57
ENST00000411128	YRNA	Y_RNA
ENST00000411222	YRNA	Y_RNA
ENST00000411292	SNORD	SNORD71
ENST00000411362	SNORD	SNORD83
ENST00000413522	SNORD	SNORD56
ENST00000426867	SNORD	SNORD62
ENST00000428514	SNORD	SNORD62
ENST00000448188	SNORD	SNORD57
ENST00000458748	SCARNA	SCARNA2
ENST00000458762	SNORD	SNORD2
ENST00000458790	SNORA	SNORA13
ENST00000458797	SCARNA	SCARNA7
ENST00000458800	SNORD	SNORD5
ENST00000458838	SNORD	SNORD121A
ENST00000458862	SNORA	SNORA47
ENST00000458892	SNORD	SNORD127
ENST00000458893	SNORD	SNORD42
ENST00000458902	YRNA	Y_RNA
ENST00000458908	SNORA	SNORA35
ENST00000458922	SNORA	SNORA81
ENST00000458961	SNORD	SNORD109A
ENST00000458974	SNORD	SNORD112
ENST00000458981	YRNA	Y_RNA
ENST00000459006	YRNA	Y_RNA
ENST00000459014	SNORA	ACA64
ENST00000459041	YRNA	Y_RNA
ENST00000459070	SNORA	ACA64
ENST00000459077	YRNA	Y_RNA
ENST00000459091	YRNA	Y_RNA
ENST00000459107	YRNA	Y_RNA
ENST00000459124	SNORD	SNORD11
ENST00000459126	SNORD	SNORD65
ENST00000459128	SNORD	SNORD109A
ENST00000459163	SNORD	SNORD2
ENST00000459171	SNORA	ACA64
ENST00000459187	SNORD	SNORD97
ENST00000459189	YRNA	Y_RNA
ENST00000459194	YRNA	Y_RNA
ENST00000459229	SNORA	SNORA84
ENST00000459296	YRNA	Y_RNA
ENST00000459326	SNORA	ACA59
ENST00000459332	SNORD	SNORD108
ENST00000459342	SNORD	SNORD5
ENST00000459360	YRNA	Y_RNA
ENST00000459373	SNORA	ACA64
ENST00000459374	YRNA	Y_RNA
ENST00000459380	YRNA	Y_RNA
ENST00000459386	SNORD	SNORD121A
ENST00000459414	YRNA	Y_RNA
ENST00000459424	YRNA	Y_RNA
ENST00000459433	SNORD	SNORD107
ENST00000459455	YRNA	Y_RNA
ENST00000459473	SNORD	SNORD123
ENST00000459475	SNORD	SNORD126
ENST00000459538	SNORD	SNORD125
ENST00000459551	SNORD	SNORD112
ENST00000459577	SNORD	SNORD124
ENST00000459579	SNORD	SNORD10
ENST00000459584	SNORD	SNORD42
ENST00000459604	SNORD	SNORD18
ENST00000459607	YRNA	Y_RNA
ENST00000459613	SNORA	ACA64
ENST00000459623	SNORD	SNORD19B
ENST00000465921	YRNA	Y_RNA
ENST00000476024	YRNA	Y_RNA
ENST00000490232	RN7SL	Metazoa_SRP
ENST00000494551	YRNA	Y_RNA
ENST00000497848	YRNA	Y_RNA
ENST00000503991	SCARNA	SCARNA23
ENST00000505219	SNORA	SNORA58
ENST00000515895	SNORA	SNORA40
ENST00000515924	SCARNA	SCARNA8
ENST00000515977	YRNA	Y_RNA
ENST00000515981	SCARNA	SCARNA16
ENST00000515982	SCARNA	SCARNA6
ENST00000515983	YRNA	Y_RNA
ENST00000515990	YRNA	Y_RNA
ENST00000515994	YRNA	Y_RNA
ENST00000515996	SCARNA	SCARNA21
ENST00000516006	SNORD	SNORD116
ENST00000516009	SCARNA	SCARNA20
ENST00000516019	SNORA	SNORA31
ENST00000516021	SNORD	SNORD46
ENST00000516028	YRNA	Y_RNA
ENST00000516043	YRNA	Y_RNA
ENST00000516052	SCARNA	SCARNA20
ENST00000516057	SCARNA	SCARNA21
ENST00000516058	YRNA	Y_RNA
ENST00000516060	SCARNA	SCARNA24
ENST00000516087	SNORD	SNORD116
ENST00000516089	SCARNA	SCARNA11
ENST00000516113	SNORA	SNORA14
ENST00000516133	SCARNA	SCARNA16
ENST00000516177	YRNA	Y_RNA
ENST00000516183	SCARNA	SCARNA17
ENST00000516187	YRNA	Y_RNA
ENST00000516201	SCARNA	SCARNA6
ENST00000516205	SNORA	SNORA70
ENST00000516207	SNORA	ACA64
ENST00000516211	SCARNA	SCARNA17
ENST00000516238	YRNA	Y_RNA
ENST00000516240	SNORA	SNORA40
ENST00000516255	YRNA	Y_RNA
ENST00000516274	SNORA	SNORA40
ENST00000516310	SNORA	ACA64
ENST00000516313	SNORA	SNORA76
ENST00000516319	SNORD	SNORD27
ENST00000516324	SNORA	SNORA70
ENST00000516329	SNORA	SNORA40
ENST00000516330	SCARNA	SCARNA18
ENST00000516331	SNORD	SNORD22
ENST00000516334	SCARNA	SCARNA17
ENST00000516361	SNORD	SNORD112
ENST00000516362	YRNA	Y_RNA
ENST00000516384	SCARNA	SCARNA15
ENST00000516390	SNORA	SNORA70
ENST00000516393	YRNA	Y_RNA
ENST00000516409	SCARNA	SCARNA15
ENST00000516445	YRNA	Y_RNA
ENST00000516465	SCARNA	SCARNA24
ENST00000516468	SNORD	SNORD116
ENST00000516507	YRNA	Y_RNA
ENST00000516517	SNORD	SNORD116
ENST00000516520	SCARNA	SCARNA16
ENST00000516540	SNORA	SNORA31
ENST00000516543	SNORA	SNORA40
ENST00000516548	YRNA	Y_RNA
ENST00000516595	SCARNA	SCARNA16
ENST00000516603	YRNA	Y_RNA
ENST00000516618	SNORD	SNORD67
ENST00000516624	SNORA	SNORA31
ENST00000516649	SNORA	SNORA68
ENST00000516650	SNORA	SNORA27
ENST00000516672	SCARNA	SCARNA13
ENST00000516696	SNORA	SNORA70
ENST00000516708	SNORD	SNORD59
ENST00000516717	SNORA	SNORA70
ENST00000516725	YRNA	Y_RNA
ENST00000516768	SCARNA	SCARNA20
ENST00000516773	SNORA	SNORA31
ENST00000516776	YRNA	Y_RNA
ENST00000516792	SNORA	SNORA18
ENST00000516806	YRNA	Y_RNA
ENST00000516846	YRNA	Y_RNA
ENST00000516848	SNORA	SNORA70
ENST00000516851	YRNA	Y_RNA
ENST00000516862	YRNA	Y_RNA
ENST00000516868	SNORA	SNORA81
ENST00000516873	SNORD	SNORD59
ENST00000516880	SNORA	SNORA20
ENST00000516881	SCARNA	SCARNA15
ENST00000516882	SCARNA	SCARNA18
ENST00000516883	SNORD	SNORD60
ENST00000516884	SNORA	SNORA40
ENST00000516903	SCARNA	SCARNA14
ENST00000516913	SCARNA	SCARNA20
ENST00000516915	SNORA	SNORA70
ENST00000516918	SCARNA	SCARNA11
ENST00000516950	YRNA	Y_RNA
ENST00000516956	SCARNA	SCARNA16
ENST00000516968	SCARNA	SCARNA24
ENST00000516969	SCARNA	SCARNA20
ENST00000516991	SCARNA	SCARNA20
ENST00000516993	YRNA	Y_RNA
ENST00000517026	SCARNA	SCARNA21
ENST00000517031	SNORA	SNORA44
ENST00000517095	SNORA	SNORA76
ENST00000517097	SCARNA	SCARNA3
ENST00000517110	YRNA	Y_RNA
ENST00000517111	SNORA	SNORA31
ENST00000517138	SCARNA	SCARNA1
ENST00000517160	SNORA	SNORA70
ENST00000517183	SCARNA	SCARNA11
ENST00000517198	SNORA	SNORA76
ENST00000517219	SNORA	SNORA31
ENST00000517242	SNORA	SNORA31
ENST00000517250	SNORA	SNORA31
ENST00000517251	SCARNA	SCARNA20
ENST00000517256	SNORA	SNORA40
ENST00000517276	SCARNA	SCARNA11
ENST00000517285	SNORD	SNORD36
ENST00000570889	YRNA	Y_RNA
ENST00000573630	YRNA	Y_RNA
ENST00000577201	RN7SL	Metazoa_SRP
ENST00000577206	YRNA	Y_RNA
ENST00000577237	SNORD	SNORD48
ENST00000577383	YRNA	Y_RNA
ENST00000577452	YRNA	Y_RNA
ENST00000577803	RN7SL	Metazoa_SRP
ENST00000577887	SNORD	SNORD53_SNORD92
ENST00000578065	SNORA	SNORA38
ENST00000578117	YRNA	Y_RNA
ENST00000578141	SNORD	SNORD33
ENST00000578179	SNORA	SNORA77
ENST00000578290	YRNA	Y_RNA
ENST00000578360	SNORD	SNORD83
ENST00000578440	YRNA	Y_RNA
ENST00000578807	SNORD	SNORD48
ENST00000578836	SNORA	SNORA70
ENST00000578860	SNORD	SNORD33
ENST00000578893	YRNA	Y_RNA
ENST00000578934	YRNA	Y_RNA
ENST00000579069	SNORD	SNORD52
ENST00000579171	SNORD	SNORD83
ENST00000579216	SNORD	SNORD39
ENST00000579412	SNORD	SNORD83
ENST00000579799	YRNA	Y_RNA
ENST00000579879	SNORD	SNORD95
ENST00000579910	RN7SL	Metazoa_SRP
ENST00000579969	SNORD	SNORD53_SNORD92
ENST00000579995	SNORD	SNORD39
ENST00000580093	SNORD	SNORD33
ENST00000580417	SNORD	SNORD83
ENST00000580486	YRNA	Y_RNA
ENST00000580495	YRNA	Y_RNA
ENST00000580626	SNORA	SNORA38
ENST00000580726	SNORA	SNORA74
ENST00000580739	SNORD	SNORD83
ENST00000580771	YRNA	Y_RNA
ENST00000580950	SNORD	SNORD33
ENST00000581053	RN7SL	Metazoa_SRP
ENST00000581263	SNORD	SNORD33
ENST00000581427	SNORD	SNORD83
ENST00000581456	YRNA	Y_RNA
ENST00000581480	SNORA	SNORA38
ENST00000581525	SNORD	SNORD39
ENST00000581604	SNORD	SNORD83
ENST00000581716	YRNA	Y_RNA
ENST00000581780	YRNA	Y_RNA
ENST00000581839	SNORA	SNORA38
ENST00000581848	SNORD	SNORD33
ENST00000581902	YRNA	Y_RNA
ENST00000582289	SNORD	SNORD83
ENST00000582374	YRNA	Y_RNA
ENST00000582400	SNORD	SNORD48
ENST00000582411	SNORD	SNORD83
ENST00000582440	YRNA	Y_RNA
ENST00000582702	SNORD	SNORD83
ENST00000582902	SNORD	SNORD52
ENST00000583032	SNORD	SNORD48
ENST00000583420	SNORD	SNORD83
ENST00000583430	SNORD	SNORD83
ENST00000583541	SNORD	SNORD52
ENST00000583561	YRNA	Y_RNA
ENST00000583619	SNORD	SNORD52
ENST00000583823	SNORA	SNORA38
ENST00000583857	YRNA	Y_RNA
ENST00000583861	SNORD	SNORD43
ENST00000583872	YRNA	Y_RNA
ENST00000584275	SNORD	SNORD83
ENST00000584302	SNORA	SNORA4
ENST00000584417	YRNA	Y_RNA
ENST00000584451	SNORD	SNORD39
ENST00000584606	YRNA	Y_RNA
ENST00000584690	RN7SL	Metazoa_SRP
ENST00000584949	SNORD	SNORD83
ENST00000585011	SNORA	SNORA38
ENST00000585078	SNORD	SNORD53_SNORD92
ENST00000585173	YRNA	Y_RNA
ENST00000585305	YRNA	Y_RNA
ENST00000606412	SNORD	SNORD113
ENST00000606420	SNORA	SNORA51
ENST00000606510	SNORD	SNORD115
ENST00000606526	SNORD	SNORD14
ENST00000606577	SNORD	SNORD96
ENST00000606692	YRNA	Y_RNA
ENST00000606769	SNORA	SNORA28
ENST00000607261	SNORD	SNORD113
ENST00000607313	SNORD	SNORD58
ENST00000607417	SNORA	SNORA35
ENST00000607595	SNORA	SNORA74
ENST00000607707	SNORD	SNORD11B
ENST00000610352	RN7SL	Metazoa_SRP
ENST00000610460	RNA5-8S	5_8S_rRNA
ENST00000610788	YRNA	Y_RNA
ENST00000611061	YRNA	Y_RNA
ENST00000611262	SNORA	SNORA18
ENST00000611372	YRNA	Y_RNA
ENST00000611446	RNA5-8S	5_8S_rRNA
ENST00000611454	RNU2	U2
ENST00000611544	RNU2	U2
ENST00000611570	YRNA	Y_RNA
ENST00000611690	RNA5-8S	5_8S_rRNA
ENST00000611704	RN7SL	Metazoa_SRP
ENST00000612463	RNA5-8S	5_8S_rRNA
ENST00000612617	SNORA	SNORA70
ENST00000612732	RNA5-8S	5_8S_rRNA
ENST00000612741	SNORA	SNORA70
ENST00000613119	RNU2	U2
ENST00000613359	RNA5-8S	5_8S_rRNA
ENST00000613607	YRNA	Y_RNA
ENST00000613778	RNU2	U2
ENST00000613803	YRNA	Y_RNA
ENST00000613956	RNU2	U2
ENST00000614083	RNU2	U2
ENST00000614282	YRNA	Y_RNA
ENST00000614296	SCARNA	SCARNA17
ENST00000614338	YRNA	Y_RNA
ENST00000614365	RNA5-8S	5_8S_rRNA
ENST00000614432	YRNA	Y_RNA
ENST00000614695	YRNA	Y_RNA
ENST00000615262	YRNA	Y_RNA
ENST00000615427	RNU2	U2
ENST00000615836	RN7SL	Metazoa_SRP
ENST00000616025	RNU6ATAC	U6atac
ENST00000616027	YRNA	Y_RNA
ENST00000616234	YRNA	Y_RNA
ENST00000616292	RNA5-8S	5_8S_rRNA
ENST00000616345	RNU2	U2
ENST00000616522	YRNA	Y_RNA
ENST00000616535	RNU2	U2
ENST00000616605	YRNA	Y_RNA
ENST00000616655	YRNA	Y_RNA
ENST00000616851	SNORA	SNORA18
ENST00000617336	YRNA	Y_RNA
ENST00000617393	SNORD	SNORD5
ENST00000617785	RNU2	U2
ENST00000618599	YRNA	Y_RNA
ENST00000618602	RNU2	U2
ENST00000618679	YRNA	Y_RNA
ENST00000618786	RN7SL	Metazoa_SRP
ENST00000618801	YRNA	Y_RNA
ENST00000618978	RNU2	U2
ENST00000618998	RNA5-8S	5_8S_rRNA
ENST00000619005	YRNA	Y_RNA
ENST00000619225	RNU2	U2
ENST00000619409	RN7SL	Metazoa_SRP
ENST00000619465	RNU2	U2
ENST00000619471	RNA5-8S	5_8S_rRNA
ENST00000619475	YRNA	Y_RNA
ENST00000619779	RNA5-8S	5_8S_rRNA
ENST00000620032	YRNA	Y_RNA
ENST00000620203	YRNA	Y_RNA
ENST00000620268	RNU2	U2
ENST00000620310	YRNA	Y_RNA
ENST00000620699	YRNA	Y_RNA
ENST00000621619	YRNA	Y_RNA
ENST00000622394	YRNA	Y_RNA
ENST00000622631	SNORA	SNORA54
ENST00000625314	SNORD	SNORD36
ENST00000625402	SCARNA	SCARNA4
ENST00000625643	SCARNA	SCARNA6
ENST00000625943	SNORD	SNORD38
ENST00000626886	SNORA	SNORA43
ENST00000627324	SCARNA	SCARNA6
ENST00000627561	SNORA	SNORA76
ENST00000627983	SNORD	SNORD24
ENST00000628388	YRNA	Y_RNA
ENST00000628458	SNORA	SNORA16
ENST00000628531	YRNA	Y_RNA
ENST00000628597	SCARNA	SCARNA4
ENST00000628772	YRNA	Y_RNA
ENST00000629045	SCARNA	SCARNA15
ENST00000629536	SNORA	SNORA50
ENST00000629559	SNORA	SNORA43
ENST00000629583	YRNA	Y_RNA
ENST00000630429	SNORA	SNORA17
ENST00000630591	YRNA	Y_RNA
ENST00000630949	SNORD	SNORD36
ENST00000631178	YRNA	Y_RNA
