# transcript_id -> curated family, derived from Rfam via RNAcentral.
# taxid 10090. Regenerate with bin/python/refdata_generation/build_rfam_family_table.py.
# NOT reference-derived, so unlike hg38.repbase-class-family.tsv this
# is not circular. Validated on hg38: 255 predictions, 255 correct, 0 wrong.
transcript_id	family	rfam_id
ENSMUST00000116787	RNU6ATAC	U6atac
ENSMUST00000116790	SNORA	SNORA79
ENSMUST00000116811	SNORA	SNORA11
ENSMUST00000116813	SNORD	SNORD75
ENSMUST00000116815	SNORD	SNORD94
ENSMUST00000116819	SNORD	SNORD98
ENSMUST00000116828	SNORD	SNORD23
ENSMUST00000116830	RNU6ATAC	U6atac
ENSMUST00000116849	RNU6ATAC	U6atac
ENSMUST00000116853	SNORD	SNORD88
ENSMUST00000116867	RNU6ATAC	U6atac
ENSMUST00000116868	SNORD	SNORD111
ENSMUST00000116874	RNU6ATAC	U6atac
ENSMUST00000116886	SNORA	SNORA3
ENSMUST00000116888	RNU6ATAC	U6atac
ENSMUST00000116890	SNORA	SNORA76
ENSMUST00000116895	RNU6ATAC	U6atac
ENSMUST00000116916	RNU6ATAC	U6atac
ENSMUST00000116927	RNU6ATAC	U6atac
ENSMUST00000116932	SNORA	SNORA11
ENSMUST00000116945	RNU6ATAC	U6atac
ENSMUST00000116957	SNORD	SNORD23
ENSMUST00000116960	SNORD	SNORD110
ENSMUST00000116965	SNORD	SNORD99
ENSMUST00000116972	SNORA	SNORA11
ENSMUST00000117023	RNU6ATAC	U6atac
ENSMUST00000117033	SNORD	SNORD88
ENSMUST00000117039	SNORA	SNORA79
ENSMUST00000122472	SNORA	SNORA35
ENSMUST00000122498	SNORA	SNORA40
ENSMUST00000122499	RNU2	U2
ENSMUST00000122510	SNORD	SNORD113
ENSMUST00000122535	RNU2	U2
ENSMUST00000122538	SNORD	SNORD113
ENSMUST00000122568	SNORA	SNORA66
ENSMUST00000122572	SNORA	SNORA40
ENSMUST00000122600	SNORD	SNORD113
ENSMUST00000122655	SNORD	SNORD113
ENSMUST00000122657	RNU2	U2
ENSMUST00000122660	YRNA	Y_RNA
ENSMUST00000122668	RNU2	U2
ENSMUST00000122683	RNU2	U2
ENSMUST00000122718	SNORD	SNORD44
ENSMUST00000122720	RNU2	U2
ENSMUST00000122729	RNU2	U2
ENSMUST00000122737	SNORA	SNORA19
ENSMUST00000122741	SNORA	SNORA16
ENSMUST00000122742	SNORD	SNORD113
ENSMUST00000122762	YRNA	Y_RNA
ENSMUST00000122796	SNORA	SNORA57
ENSMUST00000122803	RNU2	U2
ENSMUST00000127764	SNORA	SNORA29
ENSMUST00000157090	SNORA	SNORA17
ENSMUST00000157092	SNORA	SNORA17
ENSMUST00000157098	SNORA	SNORA17
ENSMUST00000157099	SNORA	SNORA17
ENSMUST00000157111	SNORA	SNORA40
ENSMUST00000157114	SCARNA	SCARNA21
ENSMUST00000157117	SNORA	SNORA17
ENSMUST00000157122	SNORA	SNORA40
ENSMUST00000157140	SNORA	SNORA17
ENSMUST00000157147	SNORA	SNORA17
ENSMUST00000157151	SNORA	SNORA17
ENSMUST00000157156	SNORA	SNORA48
ENSMUST00000157165	SNORD	SNORD127
ENSMUST00000157168	SNORA	SNORA38
ENSMUST00000157170	SNORA	SNORA17
ENSMUST00000157175	SNORA	SNORA48
ENSMUST00000157177	SNORA	SNORA70
ENSMUST00000157181	SNORA	SNORA17
ENSMUST00000157185	SNORA	SNORA48
ENSMUST00000157188	SNORA	SNORA40
ENSMUST00000157191	SNORA	SNORA70
ENSMUST00000157194	SNORA	SNORA48
ENSMUST00000157206	SNORA	SNORA72
ENSMUST00000157222	SCARNA	SCARNA13
ENSMUST00000157225	SNORA	SNORA17
ENSMUST00000157232	SNORA	SNORA17
ENSMUST00000157233	SNORA	SNORA17
ENSMUST00000157237	SNORA	SNORA17
ENSMUST00000157242	SNORA	SNORA17
ENSMUST00000157245	SNORA	SNORA17
ENSMUST00000157253	RNU2	U2
ENSMUST00000157255	SNORA	SNORA17
ENSMUST00000157256	SCARNA	SCARNA21
ENSMUST00000157258	SNORA	SNORA17
ENSMUST00000157259	SNORA	SNORA17
ENSMUST00000157262	SNORA	SNORA48
ENSMUST00000157267	SNORA	SNORA17
ENSMUST00000157268	RNU6ATAC	U6atac
ENSMUST00000157272	YRNA	Y_RNA
ENSMUST00000157278	SNORA	SNORA17
ENSMUST00000157283	SNORA	SNORA17
ENSMUST00000157287	SNORD	SNORD19B
ENSMUST00000157291	SNORA	SNORA70
ENSMUST00000157292	SNORA	SNORA17
ENSMUST00000157294	SNORA	SNORA17
ENSMUST00000157301	SNORA	SNORA70
ENSMUST00000157304	SNORA	SNORA17
ENSMUST00000157305	SNORA	SNORA55
ENSMUST00000157308	SNORA	SNORA76
ENSMUST00000157310	SNORA	SNORA81
ENSMUST00000157311	SNORA	SNORA17
ENSMUST00000157315	SNORA	SNORA17
ENSMUST00000157317	SNORA	SNORA17
ENSMUST00000157329	SNORA	SNORA17
ENSMUST00000157338	SNORA	SNORA84
ENSMUST00000157342	SNORA	SNORA70
ENSMUST00000157343	SCARNA	SCARNA6
ENSMUST00000157348	SNORA	SNORA48
ENSMUST00000157360	SNORA	SNORA17
ENSMUST00000157365	SCARNA	SCARNA4
ENSMUST00000157367	SNORA	SNORA17
ENSMUST00000157380	SNORA	SNORA70
ENSMUST00000157383	SCARNA	SCARNA20
ENSMUST00000157384	SNORA	SNORA17
ENSMUST00000157394	SNORA	SNORA17
ENSMUST00000157395	SNORA	SNORA17
ENSMUST00000157402	SNORA	SNORA17
ENSMUST00000157412	SNORA	SNORA70
ENSMUST00000157414	SNORA	SNORA17
ENSMUST00000157416	SNORA	SNORA17
ENSMUST00000157418	SNORA	SNORA17
ENSMUST00000157421	SNORA	SNORA17
ENSMUST00000157422	SNORA	SNORA17
ENSMUST00000157430	SNORA	SNORA17
ENSMUST00000157433	SNORA	SNORA70
ENSMUST00000157435	SNORA	SNORA48
ENSMUST00000157459	SNORA	SNORA17
ENSMUST00000157467	SNORA	SNORA17
ENSMUST00000157469	SNORA	SNORA17
ENSMUST00000157470	SNORA	SNORA17
ENSMUST00000157473	SNORA	SNORA17
ENSMUST00000157478	SNORA	SNORA48
ENSMUST00000157480	SNORA	SNORA17
ENSMUST00000157483	SNORA	SNORA47
ENSMUST00000157486	SNORA	SNORA17
ENSMUST00000157489	SNORA	SNORA72
ENSMUST00000157500	SNORA	SNORA17
ENSMUST00000157501	SNORA	SNORA17
ENSMUST00000157509	SNORA	SNORA17
ENSMUST00000157510	SNORA	SNORA81
ENSMUST00000157520	SNORA	SNORA17
ENSMUST00000157521	SCARNA	SCARNA3
ENSMUST00000157522	SNORA	SNORA17
ENSMUST00000157526	SCARNA	SCARNA11
ENSMUST00000157530	SNORA	SNORA17
ENSMUST00000157534	SNORA	SNORA17
ENSMUST00000157544	SNORD	SNORD124
ENSMUST00000157560	SCARNA	SCARNA2
ENSMUST00000157566	SNORA	SNORA17
ENSMUST00000157567	SNORA	SNORA17
ENSMUST00000157571	SNORA	SNORA70
ENSMUST00000157572	SNORA	SNORA17
ENSMUST00000157573	SNORA	SNORA17
ENSMUST00000157583	SCARNA	SCARNA11
ENSMUST00000157597	SNORA	SNORA17
ENSMUST00000157599	SNORA	SNORA17
ENSMUST00000157600	SNORA	SNORA40
ENSMUST00000157603	SNORA	SNORA70
ENSMUST00000157607	SNORA	SNORA17
ENSMUST00000157615	SNORA	SNORA70
ENSMUST00000157616	SNORA	SNORA17
ENSMUST00000157617	SCARNA	SCARNA17
ENSMUST00000157619	SNORA	SNORA40
ENSMUST00000157620	SNORA	SNORA17
ENSMUST00000157629	SCARNA	SCARNA14
ENSMUST00000157630	SNORA	SNORA48
ENSMUST00000157632	SNORA	SNORA17
ENSMUST00000157635	SNORA	SNORA48
ENSMUST00000157636	SNORA	SNORA17
ENSMUST00000157641	SNORA	SNORA48
ENSMUST00000157648	SNORA	SNORA48
ENSMUST00000157657	SNORA	SNORA17
ENSMUST00000157682	SNORA	SNORA17
ENSMUST00000157685	SCARNA	SCARNA17
ENSMUST00000157686	SNORA	SNORA17
ENSMUST00000157695	SNORA	SNORA17
ENSMUST00000157721	SNORA	SNORA17
ENSMUST00000157727	SNORA	SNORA17
ENSMUST00000157733	SNORA	SNORA17
ENSMUST00000157737	SNORA	SNORA17
ENSMUST00000157747	SNORA	SNORA17
ENSMUST00000157749	SNORA	SNORA17
ENSMUST00000157752	SNORA	SNORA40
ENSMUST00000157754	SNORA	SNORA17
ENSMUST00000157766	SNORA	SNORA17
ENSMUST00000157767	SNORA	SNORA17
ENSMUST00000157773	SNORA	SNORA40
ENSMUST00000157777	RNU2	U2
ENSMUST00000157785	SNORA	SNORA31
ENSMUST00000157787	SNORA	SNORA79
ENSMUST00000157793	SNORA	SNORA17
ENSMUST00000157794	SNORA	SNORA70
ENSMUST00000157795	SNORA	SNORA70
ENSMUST00000157798	SNORA	SNORA48
ENSMUST00000157800	SNORA	SNORA17
ENSMUST00000157810	SNORA	SNORA48
ENSMUST00000157813	SNORA	SNORA17
ENSMUST00000157815	SNORA	SNORA17
ENSMUST00000157818	SNORA	SNORA17
ENSMUST00000157819	SNORA	SNORA17
ENSMUST00000157820	SCARNA	SCARNA24
ENSMUST00000157822	SNORA	SNORA40
ENSMUST00000157826	SNORA	SNORA70
ENSMUST00000157840	SNORA	SNORA17
ENSMUST00000157844	SNORA	SNORA17
ENSMUST00000157847	SNORA	SNORA17
ENSMUST00000157851	SNORA	SNORA17
ENSMUST00000157852	SNORA	SNORA70
ENSMUST00000157854	SNORA	SNORA17
ENSMUST00000157868	SNORA	SNORA40
ENSMUST00000157870	SNORA	SNORA17
ENSMUST00000157879	SNORA	SNORA17
ENSMUST00000157880	SCARNA	SCARNA13
ENSMUST00000157884	SNORA	SNORA17
ENSMUST00000157885	SNORA	SNORA17
ENSMUST00000157887	SNORA	SNORA17
ENSMUST00000157896	SNORA	SNORA17
ENSMUST00000157899	SNORD	SNORD2
ENSMUST00000157900	SNORA	SNORA17
ENSMUST00000157911	SNORA	SNORA48
ENSMUST00000157913	SNORA	SNORA17
ENSMUST00000157914	SNORA	SNORA17
ENSMUST00000157916	SNORA	SNORA48
ENSMUST00000157925	SNORA	SNORA17
ENSMUST00000157933	SNORA	SNORA17
ENSMUST00000157952	SNORA	SNORA70
ENSMUST00000157953	SNORA	SNORA17
ENSMUST00000157954	SNORA	SNORA17
ENSMUST00000157957	SNORA	SNORA17
ENSMUST00000157969	SNORA	SNORA17
ENSMUST00000157996	SNORA	SNORA17
ENSMUST00000157998	RNU6ATAC	U6atac
ENSMUST00000158008	SNORA	SNORA17
ENSMUST00000158009	SNORD	SNORD125
ENSMUST00000158010	SNORA	SNORA48
ENSMUST00000158013	SNORA	SNORA17
ENSMUST00000158024	SNORA	SNORA17
ENSMUST00000158026	SNORA	SNORA40
ENSMUST00000158029	SNORA	SNORA17
ENSMUST00000158047	RNU6ATAC	U6atac
ENSMUST00000158053	SNORA	SNORA17
ENSMUST00000158059	SNORA	SNORA17
ENSMUST00000158060	SNORA	SNORA70
ENSMUST00000158062	SNORA	SNORA70
ENSMUST00000158063	SNORA	SNORA70
ENSMUST00000158064	SCARNA	SCARNA18
ENSMUST00000158066	SNORA	SNORA68
ENSMUST00000158068	SNORA	SNORA17
ENSMUST00000158070	SNORA	SNORA70
ENSMUST00000158087	SCARNA	SCARNA23
ENSMUST00000158090	SNORA	SNORA17
ENSMUST00000158091	SNORA	SNORA17
ENSMUST00000158092	SNORA	SNORA70
ENSMUST00000158101	SNORA	SNORA48
ENSMUST00000158105	SNORA	SNORA17
ENSMUST00000158109	SNORA	SNORA17
ENSMUST00000158114	SNORA	SNORA17
ENSMUST00000158115	SNORA	SNORA17
ENSMUST00000158119	SNORA	SNORA17
ENSMUST00000158126	SNORA	SNORA17
ENSMUST00000158131	SNORA	SNORA17
ENSMUST00000158139	SNORA	SNORA17
ENSMUST00000158141	SNORA	SNORA17
ENSMUST00000158145	SNORA	SNORA17
ENSMUST00000158147	SNORA	SNORA81
ENSMUST00000158149	SNORA	SNORA48
ENSMUST00000158156	SNORA	SNORA17
ENSMUST00000158157	SNORA	SNORA17
ENSMUST00000158159	SNORA	SNORA55
ENSMUST00000158167	SNORA	SNORA17
ENSMUST00000158171	SNORA	SNORA17
ENSMUST00000158173	RNU6ATAC	U6atac
ENSMUST00000158181	SNORA	SNORA84
ENSMUST00000158185	SNORA	SNORA40
ENSMUST00000158191	SCARNA	SCARNA3
ENSMUST00000158192	SNORA	SNORA17
ENSMUST00000158195	SNORD	SNORD113
ENSMUST00000158198	SNORA	SNORA70
ENSMUST00000158199	SNORA	SNORA17
ENSMUST00000158204	SNORA	SNORA17
ENSMUST00000158211	SNORA	SNORA48
ENSMUST00000158215	SNORA	SNORA17
ENSMUST00000158221	SNORA	SNORA17
ENSMUST00000158223	SNORA	SNORA17
ENSMUST00000158226	SNORA	SNORA4
ENSMUST00000158227	SNORA	SNORA17
ENSMUST00000158228	SNORA	SNORA17
ENSMUST00000158232	SNORA	SNORA40
ENSMUST00000158233	SNORA	SNORA17
ENSMUST00000158243	SNORA	SNORA17
ENSMUST00000158245	SNORA	SNORA17
ENSMUST00000158250	SNORA	SNORA70
ENSMUST00000158252	SNORA	SNORA17
ENSMUST00000158253	SNORA	SNORA17
ENSMUST00000158258	SNORA	SNORA17
ENSMUST00000158259	SNORA	SNORA17
ENSMUST00000158263	SNORA	SNORA17
ENSMUST00000158269	SNORA	SNORA44
ENSMUST00000158270	SNORA	SNORA81
ENSMUST00000158271	SNORA	SNORA17
ENSMUST00000158272	SNORA	SNORA17
ENSMUST00000158274	SNORA	SNORA17
ENSMUST00000158275	SNORA	SNORA17
ENSMUST00000158278	SCARNA	SCARNA16
ENSMUST00000158280	SNORA	SNORA17
ENSMUST00000158281	SNORA	SNORA17
ENSMUST00000158282	SNORA	SNORA17
ENSMUST00000158286	SNORA	SNORA17
ENSMUST00000158292	SNORA	SNORA17
ENSMUST00000158298	SNORA	SNORA17
ENSMUST00000158304	SNORD	SNORD5
ENSMUST00000158305	SNORA	SNORA70
ENSMUST00000158316	SNORA	SNORA17
ENSMUST00000158323	SNORD	SNORD97
ENSMUST00000158328	SNORA	SNORA17
ENSMUST00000158333	SCARNA	SCARNA8
ENSMUST00000158350	SNORA	SNORA17
ENSMUST00000158354	SNORA	SNORA72
ENSMUST00000158359	SNORA	SNORA17
ENSMUST00000158365	SCARNA	SCARNA1
ENSMUST00000158374	SNORA	SNORA17
ENSMUST00000158376	SNORD	SNORD19B
ENSMUST00000158377	SNORA	SNORA70
ENSMUST00000158382	SNORA	SNORA68
ENSMUST00000158386	SNORA	SNORA48
ENSMUST00000158389	SNORA	SNORA36
ENSMUST00000158392	SNORA	SNORA17
ENSMUST00000158399	SNORA	SNORA17
ENSMUST00000158400	SNORA	SNORA17
ENSMUST00000158402	SNORA	SNORA17
ENSMUST00000158404	SNORA	SNORA17
ENSMUST00000158408	SNORA	SNORA70
ENSMUST00000158409	SNORA	ACA64
ENSMUST00000158411	SNORA	SNORA17
ENSMUST00000158412	SNORA	SNORA17
ENSMUST00000158420	SNORA	SNORA70
ENSMUST00000158421	SNORA	SNORA17
ENSMUST00000158444	SNORA	SNORA44
ENSMUST00000158454	SNORA	SNORA17
ENSMUST00000158462	SNORA	SNORA17
ENSMUST00000158468	SNORD	SNORD11
ENSMUST00000158472	SNORA	SNORA17
ENSMUST00000158473	SNORA	SNORA17
ENSMUST00000158489	SNORA	SNORA17
ENSMUST00000158491	SNORA	SNORA17
ENSMUST00000158494	SNORA	SNORA17
ENSMUST00000158498	SNORA	SNORA17
ENSMUST00000158503	SNORA	SNORA17
ENSMUST00000158505	SNORA	SNORA17
ENSMUST00000158519	SNORA	SNORA17
ENSMUST00000158530	SNORA	SNORA17
ENSMUST00000158532	SNORA	SNORA17
ENSMUST00000158536	SNORA	SNORA48
ENSMUST00000158546	SNORA	SNORA17
ENSMUST00000158549	SNORA	SNORA40
ENSMUST00000158550	SCARNA	SCARNA14
ENSMUST00000158553	SNORA	SNORA17
ENSMUST00000158559	SNORA	SNORA70
ENSMUST00000158565	SNORA	SNORA48
ENSMUST00000158566	SNORA	SNORA17
ENSMUST00000158569	SNORA	SNORA17
ENSMUST00000158572	SNORA	SNORA17
ENSMUST00000158578	SNORA	SNORA70
ENSMUST00000158585	SCARNA	SCARNA21
ENSMUST00000158590	SCARNA	SCARNA3
ENSMUST00000158595	SNORA	SNORA17
ENSMUST00000158606	SNORA	SNORA17
ENSMUST00000158610	SCARNA	SCARNA17
ENSMUST00000158612	SNORA	SNORA17
ENSMUST00000158614	SNORD	SNORD63
ENSMUST00000158627	SNORA	SNORA17
ENSMUST00000158630	SNORA	ACA64
ENSMUST00000158633	SNORA	SNORA17
ENSMUST00000158637	SNORA	SNORA17
ENSMUST00000158640	SNORD	SNORD121A
ENSMUST00000158642	SNORA	SNORA48
ENSMUST00000158647	SNORA	SNORA17
ENSMUST00000158650	SNORA	SNORA17
ENSMUST00000158653	SNORA	SNORA17
ENSMUST00000158654	SNORA	SNORA17
ENSMUST00000158656	SCARNA	SCARNA6
ENSMUST00000158659	SNORA	SNORA17
ENSMUST00000158662	SNORA	SNORA38
ENSMUST00000158664	SNORA	SNORA17
ENSMUST00000158674	SNORA	SNORA17
ENSMUST00000158677	SNORA	SNORA17
ENSMUST00000158679	SNORA	SNORA17
ENSMUST00000158683	SNORD	SNORD121A
ENSMUST00000158684	SNORA	SNORA17
ENSMUST00000158685	SNORA	SNORA17
ENSMUST00000158686	SNORA	SNORA17
ENSMUST00000158692	SNORD	SNORD123
ENSMUST00000158695	SNORA	SNORA17
ENSMUST00000158702	SNORA	SNORA17
ENSMUST00000158706	SNORA	SNORA17
ENSMUST00000158708	SNORA	SNORA17
ENSMUST00000158710	SNORA	SNORA17
ENSMUST00000158711	SNORA	SNORA17
ENSMUST00000158724	SNORA	SNORA17
ENSMUST00000158725	SNORD	SNORD22
ENSMUST00000158734	SNORA	SNORA17
ENSMUST00000158739	SNORA	SNORA17
ENSMUST00000158748	SNORA	SNORA17
ENSMUST00000158750	SNORD	SNORD107
ENSMUST00000158759	SNORA	SNORA17
ENSMUST00000158760	SNORA	SNORA17
ENSMUST00000158761	SNORA	SNORA84
ENSMUST00000158762	SNORA	SNORA17
ENSMUST00000158768	RNU2	U2
ENSMUST00000158784	SNORA	SNORA17
ENSMUST00000158790	SNORA	SNORA17
ENSMUST00000158792	SCARNA	SCARNA7
ENSMUST00000158798	RNU6ATAC	U6atac
ENSMUST00000158802	SNORA	SNORA17
ENSMUST00000158814	SNORA	SNORA17
ENSMUST00000158815	SCARNA	SCARNA3
ENSMUST00000158819	SNORA	SNORA17
ENSMUST00000158820	SNORA	SNORA17
ENSMUST00000158829	SNORA	SNORA17
ENSMUST00000158830	SNORA	SNORA17
ENSMUST00000158835	SNORA	SNORA70
ENSMUST00000158836	SNORA	SNORA17
ENSMUST00000158839	SNORA	SNORA17
ENSMUST00000158876	SNORA	SNORA17
ENSMUST00000158882	SNORA	SNORA17
ENSMUST00000158887	SNORD	SNORD11B
ENSMUST00000158889	SNORA	SNORA17
ENSMUST00000158899	SNORA	SNORA70
ENSMUST00000158903	SNORA	SNORA17
ENSMUST00000158909	SNORA	SNORA17
ENSMUST00000158913	SNORA	SNORA17
ENSMUST00000158917	SNORD	SNORD10
ENSMUST00000158918	SNORA	SNORA17
ENSMUST00000158923	SNORA	SNORA17
ENSMUST00000158927	SNORA	SNORA17
ENSMUST00000158928	SNORA	SNORA17
ENSMUST00000158931	SNORA	SNORA70
ENSMUST00000158950	SNORA	SNORA17
ENSMUST00000158955	SNORA	SNORA17
ENSMUST00000158964	SNORA	SNORA48
ENSMUST00000158966	SNORA	SNORA17
ENSMUST00000158981	SNORA	SNORA17
ENSMUST00000158990	SNORA	SNORA17
ENSMUST00000159000	SCARNA	SCARNA18
ENSMUST00000174924	RN7SL	Metazoa_SRP
ENSMUST00000174939	SNORD	SNORD39
ENSMUST00000174946	SNORD	SNORD48
ENSMUST00000174961	RN7SL	Metazoa_SRP
ENSMUST00000174969	SNORA	SNORA70
ENSMUST00000174972	SNORD	SNORD53_SNORD92
ENSMUST00000174989	SNORA	SNORA24
ENSMUST00000175032	RN7SL	Metazoa_SRP
ENSMUST00000175064	RN7SL	Metazoa_SRP
ENSMUST00000175078	SNORA	SNORA13
ENSMUST00000175128	SNORD	SNORD62
ENSMUST00000175134	RN7SL	Metazoa_SRP
ENSMUST00000175146	SNORD	SNORD53_SNORD92
ENSMUST00000175258	YRNA	Y_RNA
ENSMUST00000175261	SNORA	SNORA17
ENSMUST00000175268	SNORD	SNORD52
ENSMUST00000175371	RN7SL	Metazoa_SRP
ENSMUST00000175398	SNORA	SNORA70
ENSMUST00000175437	SNORD	SNORD87
ENSMUST00000175536	SNORA	SNORA8
ENSMUST00000175548	SNORD	SNORD53_SNORD92
ENSMUST00000175580	SNORD	SNORD93
ENSMUST00000175614	SNORA	SNORA26
ENSMUST00000175746	SNORD	SNORD86
ENSMUST00000177331	SNORD	SNORD121A
ENSMUST00000177461	SNORA	SNORA15
ENSMUST00000177935	SNORD	SNORD116
ENSMUST00000178089	SNORA	SNORA17
ENSMUST00000178490	SNORA	SNORA17
ENSMUST00000178914	SNORD	SNORD116
ENSMUST00000178930	SNORA	SNORA17
ENSMUST00000179446	SNORA	SNORA17
ENSMUST00000179642	SNORD	SNORD116
ENSMUST00000179807	SNORA	SNORA17
ENSMUST00000179812	SNORA	SNORA5
ENSMUST00000180050	SNORA	SNORA17
ENSMUST00000180325	SNORA	SNORA17
ENSMUST00000181621	SNORA	SNORA43
ENSMUST00000185033	SCARNA	SCARNA2
ENSMUST00000196828	SNORA	SNORA43
ENSMUST00000197479	SCARNA	SCARNA4
ENSMUST00000197860	SCARNA	SCARNA4
ENSMUST00000198972	SCARNA	SCARNA4
ENSMUST00000199545	SCARNA	SCARNA4
ENSMUST00000199731	SNORA	SNORA17
ENSMUST00000200181	SNORA	SNORA76
ENSMUST00000200225	SNORA	SNORA17
ENSMUST00000200346	SCARNA	SCARNA4
ENSMUST00000239566	SNORD	SNORD116
ENSMUST00000239571	SNORD	SNORD115
ENSMUST00000239572	SNORD	SNORD116
ENSMUST00000239584	SNORA	SNORA17
ENSMUST00000239586	SNORD	SNORD115
ENSMUST00000239594	SNORD	SNORD115
ENSMUST00000239603	SNORD	SNORD116
ENSMUST00000239605	SNORA	SNORA17
ENSMUST00000239610	SNORD	SNORD116
ENSMUST00000239611	SNORD	SNORD116
ENSMUST00000239613	SNORA	SNORA17
ENSMUST00000239617	SNORD	SNORD115
ENSMUST00000239619	SNORD	SNORD115
ENSMUST00000239633	SNORD	SNORD116
ENSMUST00000239635	SNORD	SNORD116
ENSMUST00000239643	SNORD	SNORD115
ENSMUST00000239644	SNORD	SNORD116
ENSMUST00000239663	SNORA	SNORA17
ENSMUST00000239664	SNORD	SNORD116
ENSMUST00000239673	SNORD	SNORD115
ENSMUST00000239674	SNORD	SNORD116
ENSMUST00000239679	SNORA	SNORA17
ENSMUST00000239684	SNORD	SNORD115
ENSMUST00000239685	SNORD	SNORD116
ENSMUST00000239689	SNORA	SNORA17
ENSMUST00000239693	SNORD	SNORD116
ENSMUST00000239696	SNORD	SNORD116
ENSMUST00000239697	SNORD	SNORD115
ENSMUST00000239709	SNORD	SNORD115
ENSMUST00000239720	SNORD	SNORD116
ENSMUST00000239721	SNORD	SNORD116
ENSMUST00000239725	SNORA	SNORA17
ENSMUST00000239730	SNORD	SNORD115
ENSMUST00000239735	SNORA	SNORA17
ENSMUST00000239737	SNORD	SNORD116
ENSMUST00000239744	SNORD	SNORD116
ENSMUST00000239746	SNORD	SNORD115
ENSMUST00000239757	SNORD	SNORD115
ENSMUST00000239763	SNORD	SNORD115
ENSMUST00000239774	SNORD	SNORD115
ENSMUST00000239781	SNORD	SNORD115
ENSMUST00000239783	SNORD	SNORD116
ENSMUST00000239785	SNORD	SNORD115
ENSMUST00000239788	SNORD	SNORD115
ENSMUST00000239793	SNORD	SNORD115
ENSMUST00000239794	SNORD	SNORD115
ENSMUST00000239797	SNORD	SNORD115
ENSMUST00000239800	SNORD	SNORD115
ENSMUST00000239802	SNORA	SNORA17
ENSMUST00000239804	SNORD	SNORD116
ENSMUST00000239809	SNORD	SNORD115
ENSMUST00000239818	SNORD	SNORD115
ENSMUST00000239831	SNORA	SNORA5
ENSMUST00000239833	SNORD	SNORD115
ENSMUST00000239840	SNORD	SNORD116
ENSMUST00000239845	SNORD	SNORD116
ENSMUST00000239847	SNORD	SNORD116
ENSMUST00000239851	SNORD	SNORD115
ENSMUST00000239852	SNORD	SNORD115
ENSMUST00000239860	SNORD	SNORD115
ENSMUST00000239862	SNORD	SNORD115
ENSMUST00000239864	SNORD	SNORD115
ENSMUST00000239868	SNORD	SNORD116
ENSMUST00000239870	SNORD	SNORD115
ENSMUST00000239873	SNORD	SNORD115
ENSMUST00000239876	SNORA	SNORA17
ENSMUST00000239884	SNORA	SNORA17
ENSMUST00000239886	SNORA	SNORA48
ENSMUST00000239887	SNORD	SNORD115
ENSMUST00000239888	SNORA	SNORA17
ENSMUST00000239895	SNORD	SNORD116
ENSMUST00000239896	SNORD	SNORD115
ENSMUST00000239898	SNORD	SNORD115
ENSMUST00000239904	SNORD	SNORD116
ENSMUST00000239909	SNORD	SNORD115
ENSMUST00000239915	SNORD	SNORD116
ENSMUST00000239932	SNORD	SNORD50
ENSMUST00000239936	SNORD	SNORD116
ENSMUST00000239938	SNORA	SNORA17
ENSMUST00000239946	SNORD	SNORD115
ENSMUST00000239950	SNORD	SNORD115
ENSMUST00000239955	SNORD	SNORD116
ENSMUST00000239959	SNORD	SNORD115
ENSMUST00000239960	SNORD	SNORD116
ENSMUST00000239964	SNORD	SNORD115
ENSMUST00000239971	SNORA	SNORA5
ENSMUST00000239975	SNORD	SNORD115
ENSMUST00000239981	SNORA	SNORA17
ENSMUST00000239982	SNORD	SNORD115
ENSMUST00000239985	SNORA	SNORA17
ENSMUST00000239989	SNORD	SNORD115
ENSMUST00000239990	SNORD	SNORD116
ENSMUST00000239995	RNU2	U2
ENSMUST00000239996	SNORD	SNORD115
ENSMUST00000240003	SNORD	SNORD50
ENSMUST00000240012	SNORD	SNORD116
ENSMUST00000240014	SNORD	SNORD116
ENSMUST00000240015	SNORD	SNORD116
ENSMUST00000240016	SNORA	SNORA17
ENSMUST00000240020	SNORD	SNORD115
ENSMUST00000240023	SNORA	SNORA17
ENSMUST00000240026	SNORD	SNORD116
ENSMUST00000240028	SNORD	SNORD115
ENSMUST00000240030	SNORD	SNORD115
ENSMUST00000240035	SNORD	SNORD115
ENSMUST00000240037	SNORD	SNORD115
ENSMUST00000240040	SNORA	SNORA17
ENSMUST00000240041	RNU2	U2
ENSMUST00000240047	SNORD	SNORD115
ENSMUST00000240057	SNORD	SNORD115
ENSMUST00000240061	SNORD	SNORD115
ENSMUST00000240063	SNORD	SNORD115
ENSMUST00000240072	SNORD	SNORD115
ENSMUST00000240077	SNORD	SNORD115
ENSMUST00000240083	SNORA	SNORA17
ENSMUST00000240090	SNORD	SNORD116
ENSMUST00000240094	SNORA	SNORA48
ENSMUST00000240095	SNORA	SNORA17
ENSMUST00000240098	SNORD	SNORD115
ENSMUST00000240100	SNORD	SNORD116
ENSMUST00000240101	SNORD	SNORD115
ENSMUST00000240104	SNORA	SNORA17
ENSMUST00000240105	SNORD	SNORD115
ENSMUST00000240109	SNORD	SNORD115
ENSMUST00000240122	SNORD	SNORD115
ENSMUST00000240125	SNORD	SNORD115
ENSMUST00000240128	SNORD	SNORD116
ENSMUST00000240132	SNORD	SNORD116
ENSMUST00000240137	SNORD	SNORD115
